Study ID,PTSDpubs ID,"Author, Year",Outcome Assessment Type,PTSD Outcome Measure,PTSD Outcome Measure Detail,Analysis Type,Adjusted Variables in Statistical Analysis,Method for Handling Missing Data,Statistical Analysis,Arms Compared,Assessment Point,Effect Size 1 Detail,Effect Size 1 Type,Effect Size 1,Effect Size 1 Type of Variance Measure,Effect Size 1 Variance Value or Lower Bound,Effect Size 1 Variance Upper Bound,Effect Size 1 p value,Effect Size 2 Detail,Effect Size 2 Type,Effect Size 2,Effect Size 2 Type of Variance Measure,Effect Size 2 Variance Value or Lower Bound,Effect Size 2 Variance Upper Bound,Effect Size 2 p value,EPC Calculated: Comparison Standardized Effect Size,EPC Calculated: Comparison Standardized Effect Size Standard Error,EPC Calculated: Comparison Standardized Effect Size 95% CI Lower Bound,EPC Calculated: Comparison Standardized Effect Size 95% CI Upper Bound,EPC Calculated: Comparison  Standardized Effect Size Data Source,Score Difference 1 Detail,Comparison Score Difference 1 Adjusted Indicator,Score Difference 1,Comparison Score Difference 1 Calculated Indicator,Score Difference 1 Standard Deviation,Comparison Score Difference 1 SE Calculated Indicator,Score Difference 1 95% CI Lower Bound,Score Difference 1 95% CI Upper Bound,Comparison Score Difference 1 p value,Score Difference 2 Detail,Comparison Score Difference 2 Adjusted Indicator,Score Difference 2,Comparison Score Difference 2 Calculated Indicator,Score Difference 2 Standard Deviation,Comparison Score Difference 2 SE Calculated Indicator,Score Difference 2 95% CI Lower Bound,Score Difference 2 95% CI Upper Bound,Comparison Score Difference 2 p value,unique_row_identifier,Citation,Study Publication Year,Study Class,Overall ROB Assessment (Study Level),Military Status (Study Level),Race/Ethnicity Reported (Study Level),Trauma Type (Study Level),Trauma Detail (Study Level),Total N Randomized (Study Level),Treatment Focus (Study Level)
buhmann2016,46863,"Buhmann, 2016",Self report,HTQ,HTQ,ITT,"Pretreatment score, country of origin/language",Imputed using full information maximum likelihood,Linear regression,A vs D,0,,,,,,,,,,,,,,,-0.142,0.198,-0.529,0.246,Follow-up,,,,,,,,,,,,,,,,,,,buhmann2016_Self report_HTQ_ITT_A vs D_0,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",2016,Psychotherapy & pharmacotherapy,High,Community,Not reported,Terrorism/political violence/forced displacement,,280,PTSD
buhmann2016,46863,"Buhmann, 2016",Self report,HTQ,HTQ,ITT,"Pretreatment score, country of origin/language",Imputed using full information maximum likelihood,Linear regression,A+B vs C+D,0,Endpoint difference,,,,,,p=0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buhmann2016_Self report_HTQ_ITT_A+B vs C+D_0,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",2016,Psychotherapy & pharmacotherapy,High,Community,Not reported,Terrorism/political violence/forced displacement,,280,PTSD
buhmann2016,46863,"Buhmann, 2016",Self report,HTQ,HTQ,ITT,"Pretreatment score, country of origin/language",Imputed using full information maximum likelihood,Linear regression,A+C vs B+D,0,Endpoint difference,,,,,,p=0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buhmann2016_Self report_HTQ_ITT_A+C vs B+D_0,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",2016,Psychotherapy & pharmacotherapy,High,Community,Not reported,Terrorism/political violence/forced displacement,,280,PTSD
buhmann2016,46863,"Buhmann, 2016",Self report,HTQ,HTQ,ITT,"Pretreatment score, country of origin/language",Imputed using full information maximum likelihood,Linear regression,B vs C,0,,,,,,,,,,,,,,,0,0.188,-0.369,0.369,Follow-up,,,,,,,,,,,,,,,,,,,buhmann2016_Self report_HTQ_ITT_B vs C_0,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",2016,Psychotherapy & pharmacotherapy,High,Community,Not reported,Terrorism/political violence/forced displacement,,280,PTSD
buhmann2016,46863,"Buhmann, 2016",Self report,HTQ,HTQ,ITT,"Pretreatment score, country of origin/language",Imputed using full information maximum likelihood,Linear regression,B vs C,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buhmann2016_Self report_HTQ_ITT_B vs C_26,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",2016,Psychotherapy & pharmacotherapy,High,Community,Not reported,Terrorism/political violence/forced displacement,,280,PTSD
buhmann2016,46863,"Buhmann, 2016",Self report,HTQ,HTQ,ITT,"Pretreatment score, country of origin/language",Imputed using full information maximum likelihood,Linear regression,B vs C,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buhmann2016_Self report_HTQ_ITT_B vs C_68,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",2016,Psychotherapy & pharmacotherapy,High,Community,Not reported,Terrorism/political violence/forced displacement,,280,PTSD
buhmann2016,46863,"Buhmann, 2016",Self report,HTQ,HTQ,ITT,"Pretreatment score, country of origin/language",Imputed using full information maximum likelihood,Linear regression,B vs D,0,,,,,,,,,,,,,,,0,0.2,-0.392,0.392,Follow-up,,,,,,,,,,,,,,,,,,,buhmann2016_Self report_HTQ_ITT_B vs D_0,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",2016,Psychotherapy & pharmacotherapy,High,Community,Not reported,Terrorism/political violence/forced displacement,,280,PTSD
buhmann2016,46863,"Buhmann, 2016",Self report,HTQ,HTQ,ITT,"Pretreatment score, country of origin/language",Imputed using full information maximum likelihood,Linear regression,C vs D,0,,,,,,,,,,,,,,,-0.154,0.193,-0.531,0.224,Follow-up,,,,,,,,,,,,,,,,,,,buhmann2016_Self report_HTQ_ITT_C vs D_0,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",2016,Psychotherapy & pharmacotherapy,High,Community,Not reported,Terrorism/political violence/forced displacement,,280,PTSD
butler2018,1508056,"Butler, 2018",Self report,Interpretation of PTSD Symptoms Inventory,Interpretation of PTSD Symptoms Inventory,,None,Pairwise deletion,Repeated measures ANOVA,A vs B,0,Group x Time interaction,partial eta-squared,0.036,,,,p=0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butler2018_Self report_Interpretation of PTSD Symptoms Inventory_NA_A vs B_0,"Butler O, Willmund G, Gleich T, et al. Hippocampal gray matter increases following multimodal psychological treatment for combat-related post-traumatic stress disorder. Brain Behav. 2018 May;8(5):e00956. doi: 10.1002/brb3.956. PMID: 29761009.",2018,Psychotherapy & CIH,High,Active Duty Military,Not reported,Combat-related,,20,PTSD
butler2018,1508056,"Butler, 2018",Self report,PDS,PDS,,None,Pairwise deletion,Repeated measures ANOVA,A vs B,0,Group x Time interaction,partial eta-squared,0.003,,,,p=0.82,,,,,,,,0.295,0.507,-0.699,1.29,Follow-up,,,,,,,,,,,,,,,,,,,butler2018_Self report_PDS_NA_A vs B_0,"Butler O, Willmund G, Gleich T, et al. Hippocampal gray matter increases following multimodal psychological treatment for combat-related post-traumatic stress disorder. Brain Behav. 2018 May;8(5):e00956. doi: 10.1002/brb3.956. PMID: 29761009.",2018,Psychotherapy & CIH,High,Active Duty Military,Not reported,Combat-related,,20,PTSD
butollo2016,45076,"Butollo, 2016",Self report,IES,IES-R,Completer,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_IES-R_Completer_A vs B_0,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,IES,IES,Completer,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,0,,d,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_IES_Completer_A vs B_0,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,IES,IES-R,Completer,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_IES-R_Completer_A vs B_104,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,IES,IES,Completer,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,104,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_IES_Completer_A vs B_104,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,IES,IES-R,Completer,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_IES-R_Completer_A vs B_26,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,IES,IES,Completer,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,26,,d,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_IES_Completer_A vs B_26,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,IES,IES-R,ITT,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_IES-R_ITT_A vs B_0,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,IES,IES,ITT,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,0,,d,0.25,,,,p=0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_IES_ITT_A vs B_0,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,IES,IES-R,ITT,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_IES-R_ITT_A vs B_26,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,IES,IES,ITT,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,26,,d,0.08,,,,p=0.001,Treatment x Time interaction,,,,,,p=0.004,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_IES_ITT_A vs B_26,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,PDS,PDS,Completer,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,0,,d,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_PDS_Completer_A vs B_0,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,PDS,PDS,Completer,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,104,,,0.1,,,,,,,,,,,,-0.001,0.334,-0.655,0.654,Follow-up,,,,,,,,,,,,,,,,,,,butollo2016_Self report_PDS_Completer_A vs B_104,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,PDS,PDS,Completer,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,26,,d,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butollo2016_Self report_PDS_Completer_A vs B_26,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,PDS,PDS,ITT,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,0,,d,0.06,,,,p=0.001,,,,,,,,0.215,0.17,-0.119,0.548,Follow-up,,,,,,,,,,,,,,,,,,,butollo2016_Self report_PDS_ITT_A vs B_0,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butollo2016,45076,"Butollo, 2016",Self report,PDS,PDS,ITT,Age,LOCF,"MANOVA, repeated measures ANOVA, and t-test for change in mean score; chi-square for diagnostic change and clinically meaningful response",A vs B,26,,d,-0.09,,,,p=0.135,Treatment x Time interaction,,,,,,p=0.028,0.063,0.2,-0.33,0.455,Follow-up,,,,,,,,,,,,,,,,,,,butollo2016_Self report_PDS_ITT_A vs B_26,"Butollo WH, Karl R, König J, et al. A randomized controlled clinical trial of dialogical exposure therapy versus cognitive processing therapy for adult outpatients suffering from PTSD after type I trauma in adulthood. Psychother Psychosom. 2016 Jan;85(1):16-26. doi: 10.1159/000440726. PMID: 26610167.",2016,Psychotherapy,Some Concerns,Community,Not reported,Mixed,"accidents, illness/medical procedure, other (""""interpersonal"""", """"loss"""", not specified)",141,PTSD
butterfield2001,23547,"Butterfield, 2001",Self report,DTS,DTS,ITT,None,,"ANOVA for continuous outcomes, Fisher's exact test for categorical outcomes",A vs B,0,,,,,,,p=NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butterfield2001_Self report_DTS_ITT_A vs B_0,"Butterfield M, Becker M, Connor K, et al. Olanzapine in the treatment of post-traumatic stress disorder: a pilot study. Int Clin Psychopharmacol. 2001;16(4):197-203.  PMID: 11459333.",2001,Pharmacotherapy,Some Concerns,Veteran,Race data reported,Mixed,"MST, child physical abuse, rape/sexual assault, intimate partner violence, community/school violence, other (military harassment, """"nurse in Vietnam"""", """"Persian Gulf"""" [non-combat trauma])",15,PTSD
