id,Title,Authors,Keywords,Published Year,Journal,DOI,States,Cities,Geography Keywords,Citation
729,"Preferred Language Mediates Association between Race, Ethnicity, and Delayed Presentation in Critically Ill Patients with COVID-19","Kelly, M. S.; Mohammed, A.; Okin, D.; Alba, G. A.; Jesudasen, S. J.; Flanagan, S.; Dandawate, N. A.; Gavralidis, A.; Chang, L. L.; Moin, E. E.; Witkin, A. S.; Hibbert, K. A.; Kadar, A.; Gordan, P. L.; Bebell, L. M.; Hauptman, M.; Valeri, L.; Lai, P. S.","svi, social, patients, vulnerability, index, study, care, outcomes, mortality, factors, status, age, covid, association, results, disparities, analysis, patient, conclusion, race, increased, lower, access, hispanic, low, result, white",2023,Critical Care Explorations,10.1097/CCE.0000000000000927,Massachusetts,NA ,NA,"Kelly, M. S.; Mohammed, A.; Okin, D.; Alba, G. A.; Jesudasen, S. J.; Flanagan, S.; Dandawate, N. A.; Gavralidis, A.; Chang, L. L.; Moin, E. E.; Witkin, A. S.; Hibbert, K. A.; Kadar, A.; Gordan, P. L.; Bebell, L. M.; Hauptman, M.; Valeri, L.; Lai, P. S. (2023). Preferred Language Mediates Association between Race, Ethnicity, and Delayed Presentation in Critically Ill Patients with COVID-19. Critical Care Explorations, 5(6), E0927. doi:10.1097/CCE.0000000000000927"
730,Sociodemographic Factors are Associated with Care Delivery and Outcomes in Pediatric Severe Sepsis,"Webb, L. V.; Evans, J.; Smith, V.; Pettibone, E.; Tofil, J.; Hicks, J. F.; Green, S.; Nassel, A.; Loberger, J. M.","social, patients, vulnerability, health, index, study, care, outcomes, mortality, age, results, vulnerable, patient, odds, conclusion, race, based, lower, hispanic, low, related, result, white, significant",2024,Critical Care Explorations,10.1097/CCE.0000000000001056,NA,NA ,NA,"Webb, L. V.; Evans, J.; Smith, V.; Pettibone, E.; Tofil, J.; Hicks, J. F.; Green, S.; Nassel, A.; Loberger, J. M. (2024). Sociodemographic Factors are Associated with Care Delivery and Outcomes in Pediatric Severe Sepsis. Critical Care Explorations, 6(3), E1056. doi:10.1097/CCE.0000000000001056"
731,Watch-and-Wait After Neoadjuvant Therapy for Rectal Cancer: Five-year Outcomes,"Go, D.; Beard, B.; Gulati, M.; Kulkarni, S.; Ryoo, J.; Ko, H. C.; Attaluri, V.","svi, social, patients, vulnerability, index, study, data, care, outcomes, factors, cancer, disease, age, rates, socioeconomic, patient, conclusion, lower, low, result, significant, background",2023,American Journal of Clinical Oncology: Cancer Clinical Trials,10.1097/COC.0000000000001009,NA,NA ,NA,"Go, D.; Beard, B.; Gulati, M.; Kulkarni, S.; Ryoo, J.; Ko, H. C.; Attaluri, V. (2023). Watch-and-Wait After Neoadjuvant Therapy for Rectal Cancer: Five-year Outcomes. American Journal of Clinical Oncology: Cancer Clinical Trials, 46(6), S22. doi:https://dx.doi.org/10.1097/COC.0000000000001009"
732,Do Community-level Disadvantages Account for Racial Disparities in the Safety of Spine Surgery? A Large Database Study Based on Medicare Claims,"Engler, I. D.; Vasavada, K. D.; Vanneman, M. E.; Schoenfeld, A. J.; Martin, B. I.",Aged; Humans; Healthcare Disparities; Medicare; Retrospective Studies; Social Class; United States; Black or African American; Spine[Surgery]; Spine,2023,Clinical Orthopaedics & Related Research,10.1097/CORR.0000000000002323,NA,NA,Community,"Engler, I. D., Vasavada, K. D., Vanneman, M. E., Schoenfeld, A. J., & Martin, B. I. (2022). Do Community-level Disadvantages Account for Racial Disparities in the Safety of Spine Surgery? A Large Database Study Based on Medicare Claims. Clinical Orthopaedics &amp; Related Research, 481(2), 268-278. https://doi.org/10.1097/corr.0000000000002323"
733,Are There Racial or Socioeconomic Disparities in Ambulatory Outcome or Survival After Oncologic Spine Surgery for Metastatic Cancer? Results From a Medically Underserved Center,"De la Garza Ramos, R.; Javed, K.; Ryvlin, J.; Gelfand, Y.; Murthy, S.; Yassari, R.",Male; Humans; Aged; United States; Middle Aged; Female; Medicare; Socioeconomic Disparities in Health; Spinal Neoplasms[Surgery]; Spinal Neoplasms; Medically Underserved Area; Medicaid,2023,Clinical Orthopaedics & Related Research,10.1097/CORR.0000000000002445,NA,NA,State,"De la Garza Ramos, R., Javed, K., Ryvlin, J., Gelfand, Y., Murthy, S., & Yassari, R. (2022). Are There Racial or Socioeconomic Disparities in Ambulatory Outcome or Survival After Oncologic Spine Surgery for Metastatic Cancer? Results From a Medically Underserved Center. Clinical Orthopaedics &amp; Related Research, 481(2), 301-307. https://doi.org/10.1097/corr.0000000000002445"
734,Are Commonly Used Geographically Based Social Determinant of Health Indices in Orthopaedic Surgery Research Correlated With Each Other and With PROMIS Global-10 Physical and Mental Health Scores?,"Bernstein, D. N.; Shin, D.; Poolman, R. W.; Schwab, J. H.; Tobert, D. G.","svi, social, patients, vulnerability, health, index, level, study, care, outcomes, factors, status, age, rates, association, results, disparities, regression, analysis, patient, conclusion, race, based, included, low, related, result, white, background",2024,Clinical Orthopaedics and Related Research,10.1097/CORR.0000000000002896,NA,NA ,NA,"Bernstein, D. N.; Shin, D.; Poolman, R. W.; Schwab, J. H.; Tobert, D. G. (2024). Are Commonly Used Geographically Based Social Determinant of Health Indices in Orthopaedic Surgery Research Correlated With Each Other and With PROMIS Global-10 Physical and Mental Health Scores?. Clinical Orthopaedics and Related Research, 482(4), 604-614. doi:https://dx.doi.org/10.1097/CORR.0000000000002896"
735,"Understanding the Impact of Enhanced Recovery Programs on Social Vulnerability, Race, and Colorectal Surgery Outcomes","Smith, B. P.; Katta, M. H.; Hollis, R. H.; Shao, C. C.; Jones, B. A.; McLeod, M. C.; Tan, T. W.; Chu, D. I.","social, patients, vulnerability, index, study, data, outcomes, factors, rates, association, disparities, regression, patient, odds, conclusion, race, black, increased, low, result, background",2024,Diseases of the Colon and Rectum,10.1097/DCR.0000000000003159,NA,NA ,NA,"Smith, B. P.; Katta, M. H.; Hollis, R. H.; Shao, C. C.; Jones, B. A.; McLeod, M. C.; Tan, T. W.; Chu, D. I. (2024). Understanding the Impact of Enhanced Recovery Programs on Social Vulnerability, Race, and Colorectal Surgery Outcomes. Diseases of the Colon and Rectum, 67(4), 566-576. doi:https://dx.doi.org/10.1097/DCR.0000000000003159"
736,Telemedicine in the Wake of the COVID-19 Pandemic: Increasing Access to Surgical Care,"Dekker, P. K.; Bhardwaj, P.; Singh, T.; Bekeny, J. C.; Kim, K. G.; Steinberg, J. S.; Evans, K. K.; Song, D. H.; Attinger, C. E.; Fan, K. L.",COVID-19; telemedicine; surgical care; surgery; Social Vulnerability Index (SVI); disparity,2021,Plastic and Reconstructive Surgery - Global Open,10.1097/GOX.0000000000003228,NA,NA,Rural Urban,"Dekker, P. K., Bhardwaj, P., Singh, T., Bekeny, J. C., Kim, K. G., Steinberg, J. S., Evans, K. K., Song, D. H., Attinger, C. E., & Fan, K. L. (2020). Telemedicine in the Wake of the COVID-19 Pandemic: Increasing Access to Surgical Care. Plastic and Reconstructive Surgery - Global Open, 9(1), e3228. https://doi.org/10.1097/gox.0000000000003228"
737,Geospatial Demand for Approved Cleft Care in the United States,"Parham, M. J.; Williams, A. D.; Layon, S. A.; Burns, H. R.; Abu-Ghname, A.; Hollier, L. H.","svi, social, patients, vulnerability, index, level, study, data, care, factors, age, rates, association, results, counties, county, socioeconomic, analysis, census, patient, conclusion, population, access, result, background",2024,Plastic and Reconstructive Surgery - Global Open,10.1097/GOX.0000000000006090,Texas,NA ,NA,"Parham, M. J.; Williams, A. D.; Layon, S. A.; Burns, H. R.; Abu-Ghname, A.; Hollier, L. H. (2024). Geospatial Demand for Approved Cleft Care in the United States. Plastic and Reconstructive Surgery - Global Open, 12(8), e6090. doi:10.1097/GOX.0000000000006090"
738,Community-level social vulnerability and individual socioeconomic status on liver transplant referral outcome,"Yilma, M.; Cogan, R.; Shui, A. M.; Neuhaus, J. M.; Light, C.; Braun, H.; Mehta, N.; Hirose, R.","svi, social, patients, vulnerability, health, index, level, study, data, outcomes, mortality, factors, status, disease, rates, association, vulnerable, socioeconomic, census, patient, conclusion, lower, low, related, result, significant, background",2023,Hepatology Communications,10.1097/HC9.0000000000000196,NA,NA ,NA,"Yilma, M.; Cogan, R.; Shui, A. M.; Neuhaus, J. M.; Light, C.; Braun, H.; Mehta, N.; Hirose, R. (2023). Community-level social vulnerability and individual socioeconomic status on liver transplant referral outcome. Hepatology Communications, 7(7) (no pagination). doi:https://dx.doi.org/10.1097/HC9.0000000000000196"
739,Geospatial analysis of cyanobacterial exposure and liver cancer in the contiguous United States,"Ledenko, M.; Antwi, S. O.; Patel, T.","social, vulnerability, health, index, data, risk, mortality, factors, cancer, disease, age, rates, association, results, counties, county, regression, conclusion, based, population, related, result, significant, background",2024,Hepatology,10.1097/HEP.0000000000000573,"Texas,Louisiana,Florida",NA ,NA,"Ledenko, M.; Antwi, S. O.; Patel, T. (2024). Geospatial analysis of cyanobacterial exposure and liver cancer in the contiguous United States. Hepatology, 79(3), 575-588. doi:https://dx.doi.org/10.1097/HEP.0000000000000573"
740,"National, State and County Prevalence of Diagnoses of Non-Alcoholic Fatty Liver Disease and Nonalcoholic Steatohepatitis in the United States Medicaid and Medicare Populations","Nelson, K.; Anderson, R. T.; Gellar, J.; Campbell, P.; Chen, A.","svi, social, patients, vulnerability, health, index, level, study, care, risk, disease, age, association, results, counties, disparities, county, analysis, patient, conclusion, population, access, low, result, background",2023,Hepatology,10.1097/HEP.0000000000000580,NA,NA ,NA,"Nelson, K.; Anderson, R. T.; Gellar, J.; Campbell, P.; Chen, A. (2023). National, State and County Prevalence of Diagnoses of Non-Alcoholic Fatty Liver Disease and Nonalcoholic Steatohepatitis in the United States Medicaid and Medicare Populations. Hepatology, 78(Supplement 1), S2149-S2150. doi:https://dx.doi.org/10.1097/HEP.0000000000000580"
741,Worse Metabolic Outcomes in Black Females Who Receive a Liver Transplantation,"Khan, H.; Razzaq, R.; Shah, S.; Siddiqui, I.; Ang, A.; Nguyen, M.; Kim, A.; Bullock, S.; Patel, V.","svi, social, patients, vulnerability, health, index, study, care, risk, outcomes, mortality, factors, status, disease, age, association, compared, disparities, socioeconomic, regression, patient, conclusion, black, based, lower, access, hispanic, low, result, white, significant, background",2024,Hepatology,10.1097/HEP.0000000000001076,NA,NA ,NA,"Khan, H.; Razzaq, R.; Shah, S.; Siddiqui, I.; Ang, A.; Nguyen, M.; Kim, A.; Bullock, S.; Patel, V. (2024). Worse Metabolic Outcomes in Black Females Who Receive a Liver Transplantation. Hepatology, 80(Supplement 1), S1061-S1062. doi:https://dx.doi.org/10.1097/HEP.0000000000001076"
742,Investigating Health Disparities Associated With Multisystem Inflammatory Syndrome in Children After SARS-CoV-2 Infection,"Zambrano, L. D.; Ly, K. N.; Link-Gelles, R.; Newhams, M. M.; Akande, M.; Wu, M. J.; Feldstein, L. R.; Tarquinio, K. M.; Sahni, L. C.; Riggs, B. J.; Singh, A. R.; Fitzgerald, J. C.; Schuster, J. E.; Giuliano, J. S., Jr.; Englund, J. A.; Hume, J. R.; Hall, M. W.; Osborne, C. M.; Doymaz, S.; Rowan, C. M.; Babbitt, C. J.; Clouser, K. N.; Horwitz, S. M.; Chou, J.; Patel, M. M.; Hobbs, C.; Randolph, A. G.; Campbell, A. P.","Adolescent; COVID-19[Complications]; COVID-19[Epidemiology]; COVID-19; Case-Control Studies; Child; Ethnicity; Humans; Minority Groups; Pilot Projects; SARS-CoV-2; Systemic Inflammatory Response Syndrome[Epidemiology]; pediatric multisystem inflammatory disease, COVID-19 related",2022,Pediatric Infectious Disease Journal,10.1097/INF.0000000000003689,NA,NA,NA,"Zambrano, L. D., Ly, K. N., Link-Gelles, R., Newhams, M. M., Akande, M., Wu, M. J., Feldstein, L. R., Tarquinio, K. M., Sahni, L. C., Riggs, B. J., Singh, A. R., Fitzgerald, J. C., Schuster, J. E., Giuliano, J. S., Englund, J. A., Hume, J. R., Hall, M. W., Osborne, C. M., Doymaz, S. (2022). Investigating Health Disparities Associated With Multisystem Inflammatory Syndrome in Children After SARS-CoV-2 Infection. Pediatric Infectious Disease Journal, 41(11), 891-898. https://doi.org/10.1097/inf.0000000000003689"
743,Impact of Socioeconomic Status on Delivery System Effectiveness,"Averill, R. F.; Mills, R. E.","social, vulnerability, health, index, data, care, mortality, status, counties, county, socioeconomic, based, population",2023,The Journal of ambulatory care management,10.1097/JAC.0000000000000438,NA,NA ,NA,"Averill, R. F.; Mills, R. E. (2023). Impact of Socioeconomic Status on Delivery System Effectiveness. The Journal of ambulatory care management, 46(1), 54-62. doi:https://dx.doi.org/10.1097/JAC.0000000000000438"
744,Evidence-Based Performance Indicators of Positive Inpatient Experiences,"Kemp, Elyria; Trivitt, Julie; Davis, Cassandra","social, patients, vulnerability, health, index, level, study, data, care, outcomes, factors, age, results, vulnerable, analysis, patient, based, population, result",2023,Journal of Healthcare Management,10.1097/JHM-D-22-00147,NA,NA ,NA,"Kemp, Elyria; Trivitt, Julie; Davis, Cassandra (2023). Evidence-Based Performance Indicators of Positive Inpatient Experiences. Journal of Healthcare Management, 68(2), 106-120. doi:https://doi.org/10.1097/JHM-D-22-00147"
745,The Association Between the Social Vulnerability Index (SVI) and Access to California High School Athletic Trainers,"Tao, F.; Turner, C.; Kliethermes, S.; Bernabe, K.; Luke, A.; Berrigan, W.; Hatamiya, N.","svi, social, vulnerability, health, level, study, data, status, age, association, counties, county, socioeconomic, regression, census, odds, conclusion, increased, based, lower, access, adjusted, low, result",2024,Clinical Journal of Sport Medicine,10.1097/JSM.0000000000001211,Calfornia,NA ,NA,"Tao, F.; Turner, C.; Kliethermes, S.; Bernabe, K.; Luke, A.; Berrigan, W.; Hatamiya, N. (2024). The Association Between the Social Vulnerability Index (SVI) and Access to California High School Athletic Trainers. Clinical Journal of Sport Medicine, 34(2), 229. doi:https://dx.doi.org/10.1097/JSM.0000000000001211"
746,Impact of Social Vulnerability on Receipt of Neoadjuvant Chemotherapy in Patients Undergoing Radical Cystectomy for Bladder Cancer,"Sekar, R.; Maganty, A.; Montgomery, J.; Herrel, L.","svi, social, patients, vulnerability, health, index, level, study, data, care, outcomes, cancer, status, age, rates, association, vulnerable, counties, compared, disparities, county, socioeconomic, regression, analysis, patient, odds, conclusion, race, based, access, result, significant",2023,Journal of Urology,10.1097/JU.0000000000003244.03,NA,NA ,NA,"Sekar, R.; Maganty, A.; Montgomery, J.; Herrel, L. (2023). Impact of Social Vulnerability on Receipt of Neoadjuvant Chemotherapy in Patients Undergoing Radical Cystectomy for Bladder Cancer. Journal of Urology, 209(Supplement 4), e264-e265. doi:https://dx.doi.org/10.1097/JU.0000000000003244.03"
747,Social Vulnerability and Treatment Patterns in Patients with Prostate Cancer,"Sekar, R.; Faraj, K.; Dunn, R. L.; Herrel, L.","svi, social, patients, vulnerability, health, index, level, study, data, care, risk, outcomes, factors, cancer, status, disease, age, association, vulnerable, counties, compared, county, socioeconomic, patient, conclusion, race, lower, low, result",2023,Journal of Urology,10.1097/JU.0000000000003246.20,NA,NA ,NA,"Sekar, R.; Faraj, K.; Dunn, R. L.; Herrel, L. (2023). Social Vulnerability and Treatment Patterns in Patients with Prostate Cancer. Journal of Urology, 209(Supplement 4), e294. doi:https://dx.doi.org/10.1097/JU.0000000000003246.20"
