Report Year,Agency Name,Data Set Title,Data Set Description,Update Frequency,Planned Release Date,Date Status,Agency Comment
2014,NYC School Construction Authority (SCA),Funded Capacity Seats and Additional needs,"Funded capacity seats and additional needs by district for elementary, middle school, by borough for high school",Bi-Annual,12/01/2015,,
2014,NYC School Construction Authority (SCA),New Capacity Program By Borough,Number of seats and cost by borough and district,Bi-Annual,12/01/2015,,
2014,NYC School Construction Authority (SCA),Five Year Plan Summary by Capital Categories,Five year plan summary cost by capital categories,Bi-Annual,12/01/2015,,
2014,NYC School Construction Authority (SCA),Capacity Projects  by schools,Capacity project detail by school,Bi-Annual,12/01/2015,,
2014,NYC School Construction Authority (SCA),Replacement Projects by school,Replacement project detail by school,Bi-Annual,12/01/2015,,
2014,NYC School Construction Authority (SCA),Capacity Project Site Location,New or replacement capacity sites,Bi-Annual,12/01/2015,,
2014,NYC School Construction Authority (SCA),Advanced Projects,Projects Advanced,Bi-Annual,12/01/2015,,
2014,NYC School Construction Authority (SCA),Added Projects,Projects added to the plan,Bi-Annual,12/01/2015,,
2014,NYC School Construction Authority (SCA),Cancelled Projects,Projects removed from the plan,Bi-Annual,12/01/2015,,
2014,NYC School Construction Authority (SCA),School based programs by Borough,School based programs by borough with cost,Bi-Annual,12/01/2015,,
2014,NYC School Construction Authority (SCA),MWBE Vendors,List of MWBE certified vendors,Monthly,12/31/2015,,
2014,NYC School Construction Authority (SCA),Application for State Aid,List of project in construction that SCA is applying for aid - these dollars are estimated,Quarterly,12/31/2015,,
2014,NYC School Construction Authority (SCA),Update to submitted state aid projects.,List of projects in substantial completion with the final aid amount requested,Quarterly,12/31/2015,,
2014,NYC School Construction Authority (SCA),Five Year Plan Summary by Citywide Category,Five year plan summary cost by citywide category,Bi-Annual,12/01/2016,,
2014,NYC School Construction Authority (SCA),Five Year Plan Summary by Borough and Capital Categories,Five year plan summary cost by borough and  capital category,Bi-Annual,12/01/2016,,
2014,NYC School Construction Authority (SCA),Capital project schedules and budgets,"List of capital projects with managing organization, phase status and project costs",Quarterly,12/31/2016,,
2014,NYC School Construction Authority (SCA),Current Plan Programs,"The below 9 datasets are now merged into a single dataset.
1. Accessibility programs for schools
2. Lighting fixture replacement for schools
3. Science Lab programs for schools
4. Ansul Systems for schools
5. Freezer Replacement for schools
6. Classroom Connectivity for schools
7. New/retrofit telephone/intercom systems for schools
8. Internet Protocol Surveillance System for schools
9. Programs based by school",Bi-Annual,12/01/2015,,
2014,Office of Administrative Trials and Hearings (OATH),Health Tribunal Today's Scheduled Hearings,This dataset contains a list of dockets scheduled to be heard on each calendar day and includes additional data not contained in Case History,Daily,02/01/2016,,
2014,Office of Administrative Trials and Hearings (OATH),Health Tribunal Case History,This dataset contains case tracking information on the status of each notice of violation received and processed by the Health Tribunal,Daily,05/01/2016,,
2014,Office of Administrative Trials and Hearings (OATH),Adjournment time,Average adjournment time at the OATH Tribunal (business days),Monthly,05/01/2016,,
2014,Office of Administrative Trials and Hearings (OATH),OATH Tribunal decisions,Average time for the OATH Tribunal to issue decisions after records closed (business days),Monthly,05/01/2016,,
2014,Office of Administrative Trials and Hearings (OATH),Tribunal hearing decisions,Average time from ECB Tribunal hearing assignment to decision (days),Monthly,05/01/2016,,
2014,Office of Administrative Trials and Hearings (OATH),Tribunal decisions rendered,ECB Tribunal decisions rendered,Monthly,05/01/2016,,
2014,Office of Administrative Trials and Hearings (OATH),Taxi & Limousine Case History,This dataset contains case tracking information on the status of each notice of violation received and processed by the Taxi and Limousine Tribunal,Daily,05/01/2017,,
2014,Office of Administrative Trials and Hearings (OATH),OATH Tribunal Case History,The dataset contains tracking information on the status of each case filed at the OATH Tribunal.,Daily,06/01/2018,,
2014,Office of Chief Medical Examiner (OCME),Evidence submissions received for DNA analysis,Number of cases received by the OCME for DNA analysis,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Cases Where Medical Examiner Takes Jurisdiction,Number of cases where OCME took jurisdiction,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Scene investigations,Cases where a Scene Investigation was conducted by the OCME,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),MLI Scene Arrivals in Median time (hours),Time to arrive at the Scene,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Cremation Requests,Number of Cremation Requests received by the OCME,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Cremation Requests Processed in Median time (minutes),Cremation request processing time,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Autopsies Performed,Number of Autopsies performed by the OCME,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),External Examinations,Number of External Exams (No-Autopsy) performed by the OCME,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Autopsy Reports Completed in Median time (median time in calendar days),Time to finalize autopsy report,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Toxicology Cases Received,Number of Toxicology cases received by the OCME (Medical Examiner Cases),Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Toxicology Cases Completed (median time in calendar days),Toxicology report completed (Medical Examiner Cases),Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Toxicology DUI Cases Received,Number of Toxicology cases received by the OCME from NYPD (Driving Under the Influence Cases),Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Toxicology DUI Cases Completed (median time in calendar days),Toxicology report completed (Driving Under the Influence Cases),Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Toxicology Sexual Assault Cases Received,Number of Toxicology cases received by the OCME from NYPD (Sexual Assault Cases),Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Toxicology Sexual Assault Cases Completed (median time in calendar days),Toxicology report completed (Sexual Assault Cases),Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Deaths Reported to Medical Examiner's Office,Number of Deaths reported to the OCME,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),DNA matches with profiles in CODIS,DNA matches with profiles in CODIS (FBI DNA Database),Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Average days to complete analysis of DNA cases,Average days to complete analysis of DNA cases,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),"DNA Homicide Cases Completed, from Evidence Submission to Report in median time","DNA Homicide Cases Completed, from Evidence Submission to Report in median time",Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),"DNA Sexual Assault Cases Completed, from Evidence Submission to Report in median time","DNA Sexual Assault Cases Completed, from Evidence Submission to Report in median time",Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),"DNA Property Crime Cases Completed, from Evidence Submission to Report in median time","DNA Property Crime Cases Completed, from Evidence Submission to Report in median time",Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Number of decedent's remains transported and stored by OCME,Number of decedent's remains transported and stored by OCME,Monthly,08/01/2016,,
2014,Office of Chief Medical Examiner (OCME),Decedents removed from scene (non-hospital) after investigation in median time (minutes),Decedents removed from scene (non-hospital) after investigation in median time (minutes),Monthly,08/01/2016,,
2014,Office of the Mayor (OTM),Resiliency data,Resiliency metrics that monitor the success of agencies in meeting their resiliency objectives.,Monthly,08/01/2014,,
2014,Office of the Mayor (OTM),Benchmarking Data LL84,Energy and water benchmarking results for non-residential properties covered under the benchmarking ordinance (Local Law 84). The list was updated on September 24th to account for discrepancies in building identification.,Annually,08/01/2014,,
2014,Office of the Mayor (OTM),NYC Clean Heat dataset,NYC Clean Heat dataset,Monthly,08/01/2014,,
2014,Office of the Mayor (OTM),City GHG Reduction projects,"The City’s Long-Term Sustainability Plan, PlaNYC, calls for City government to reduce greenhouse gas emissions produced by municipal operations 30% by 2017. A large part of this effort is retrofitting municipal buildings to become more energy efficient. This dataset lists energy efficiency projects at City buildings that are complete or in progress. Projects are listed by address, building name, and agency, and the dataset includes the estimated reduction in tons of GHG emissions associated with the project.",Quarterly,08/01/2014,,
