id labor	Valdkond	VK sort	Paneel	P kood	Analüüsi nimetus	A kood	Kehtiv	Kehtiv lõpp	Tellitav	Vahendatav	T lühend	Kasutatav nimetus	T Nimetus	Vastuskood	T Ühik	Labor ühik	Seade	Diagnostikumi_tootja	Sort	Risttabel	id algandmed	Loinc #	Component	Property	Time Aspects	System	Scale	Method	Ex UCUM Units	Ex Units	%99+ Common Tests	Class	Long Common Name	Short Name	Type	Order/Obs	Doc/Section	Ext
277	TDM	10			Paratsetamool	PARACET-TST	JAH		JAH	JAH	S,P-Paracet	Paratsetamool	Paratsetamool seerumis/plasmas	QN	mg/L	mg/l			66	JAH	428	3298-7	Acetaminophen	MCnc	Pt	Ser/Plas	Qn		ug/mL	mcg/mL	0,0163%	DRUG/TOX	Acetaminophen [Mass/volume] in Serum or Plasma	Acetamin SerPl-mCnc	1	Both		
2270	TDM	10			Posakonasool	S-POSAC2-MT	EI	2025-05-13	JAH	JAH	S,P-Posaconazole	Posakonasool	Posakonasool seerumis/plasmas	QN	mg/L	mg/l			68	JAH	5448	53731-6	Posaconazole	MCnc	Pt	Ser/Plas	Qn		ug/mL	ug/mL		DRUG/TOX	Posaconazole [Mass/volume] in Serum or Plasma	Posaconazole SerPl-mCnc	1	Both		
2094	TDM	10			Pürasiinamiid	PYRAZ-TST	JAH		JAH	JAH	S,P-Pyrazinamide	Pürasiinamiid	Pürasiinamiid seerumis/plasmas	QN	mg/L	mg/L			69	JAH	6424	11001-5	Pyrazinamide	MCnc	Pt	Ser/Plas	Qn		ug/mL	ug/mL		DRUG/TOX	Pyrazinamide [Mass/volume] in Serum or Plasma	PZA SerPl-mCnc	1	Both		
1133	TDM	10			Rifampitsiin	RIFAMP-TST	JAH		JAH	JAH	S,P-Rifampicin	Rifampitsiin	Rifampitsiin seerumis/plasmas	QN	mg/L	mg/l			70	JAH	5022	4021-2	Rifampin	MCnc	Pt	Ser/Plas	Qn		ng/mL	ng/mL		DRUG/TOX	Rifampin [Mass/volume] in Serum or Plasma	Rifampin SerPl-mCnc	1	Both		12,9331
2778	TDM	10			Risperidoon + 9-hüdroksürisperidoon	9_OH_RSIPER-TST	JAH		JAH	JAH	P-Risperidone + 9-hydroxyrisperidone	Risperidoon + 9-hüdroksürisperidoon	Risperidoon + 9-hüdroksürisperidoon	QN	ug/L	ug/L			71	JAH	5888	9394-8	Risperidone+9-Hydroxyrisperidone	MCnc	Pt	Ser/Plas	Qn		ng/mL	ng/mL		DRUG/TOX	risperiDONE+9-Hydroxyrisperidone [Mass/volume] in Serum or Plasma	risperiDONE+9OH-Ris SerPl-mCnc	1	Both		
278	TDM	10			Salitsülaadid	SALIC-TST	JAH		JAH	JAH	S,P-Salic	Salitsülaadid	Salitsülaadid seerumis/plasmas	QN	mg/L	mg/l			72	JAH	429	4024-6	Salicylates	MCnc	Pt	Ser/Plas	Qn		mg/dL	mg/dL	0,0150%	DRUG/TOX	Salicylates [Mass/volume] in Serum or Plasma	Salicylates SerPl-mCnc	1	Both		
1323	TDM	10			Sulfametoksasool	SMX-TST	JAH		JAH	JAH	S,P-SMX	Sulfametoksasool	Sulfametoksasool seerumis/plasmas	QN	mg/L	mg/l			74	JAH	5375	10342-4	Sulfamethoxazole	MCnc	Pt	Ser/Plas	Qn		ug/mL	ug/mL		DRUG/TOX	Sulfamethoxazole [Mass/volume] in Serum or Plasma	Sulfamethoxazole SerPl-mCnc	1	Both		
279	TDM	10			Takroliimus	TACROLIMUS-TST	JAH		JAH	JAH	B-Tacrolimus	Takroliimus	Takroliimus veres	QN	ug/L	ug/L			75	JAH	431	11253-2	Tacrolimus	MCnc	Pt	Bld	Qn				0,0685%	DRUG/TOX	Tacrolimus [Mass/volume] in Blood	Tacrolimus Bld-mCnc	1	Both		
280	TDM	10			Teofülliin	THEOPH-TST	JAH		JAH	JAH	S,P-Theoph	Teofülliin	Teofülliin seerumis/plasmas	QN	mg/L	mg/l			76	JAH	432	4049-3	Theophylline	MCnc	Pt	Ser/Plas	Qn		ug/mL		0,0032%	DRUG/TOX	Theophylline [Mass/volume] in Serum or Plasma	Theophylline SerPl-mCnc	1	Both		
2269	TDM	10			TPMT erütrotsüütides	TPMT_RBC-TST	JAH		JAH	JAH	RBC-TPMT	TPMT erütrotsüütides	Tiopuriini metüültransferaas erütrotsüütides	QN	ng/mL(RBC)/h	ng/mL(RBC)/h			77	JAH	306	21563-2	Thiopurine methyltransferase	CCnc	Pt	RBC	Qn		U/mL{RBC}	U/ML RBC		CHEM	Thiopurine methyltransferase [Enzymatic activity/volume] in Red Blood Cells	TPMT RBC-cCnc	1	Both		
281	TDM	10			Topiramaat	TOPIRAM-TST	JAH		JAH	JAH	S,P-Topiram	Topiramaat	Topiramaat seerumis/plasmas	QN	mg/L	mg/l			78	JAH	3730	17713-9	Topiramate	MCnc	Pt	Ser/Plas	Qn		ug/mL	ug/mL	14	DRUG/TOX	Topiramate [Mass/volume] in Serum or Plasma	Topiramate SerPl-mCnc	1	Both		
282	TDM	10			Tsüklosporiin A	CYA-TST	JAH		JAH	JAH	B-CyA	Tsüklosporiin A	Tsüklosporiin A veres	QN	ug/L	ug/L			80	JAH	433	3520-4	Cyclosporine	MCnc	Pt	Bld	Qn				0,0153%	DRUG/TOX	Cyclosporine [Mass/volume] in Blood	Cyclosporin Bld-mCnc	1	Both		
283	TDM	10			Valproaat	VALPR-TST	JAH		JAH	EI	S,P-Valpr	Valproaat	Valproaat seerumis/plasmas	QN	mg/L	mg/l			81	JAH	434	4086-5	Valproate	MCnc	Pt	Ser/Plas	Qn		ug/mL	mcg/mL	0,0155%	DRUG/TOX	Valproate [Mass/volume] in Serum or Plasma	Valproate SerPl-mCnc	1	Both		
2336	TDM	10			Vaba valproaat	F_VALPR-TST	JAH		JAH	JAH	S,P-fValpr	Vaba valproaat	Vaba valproaat seerumis/plasmas	QN	mg/L	mg/L			82	JAH	6266	4087-3	Valproate.free	MCnc	Pt	Ser/Plas	Qn		ug/mL	ug/mL		DRUG/TOX	Valproate Free [Mass/volume] in Serum or Plasma	Valproate Free SerPl-mCnc	1	Both		
284	TDM	10			Vankomütsiin	VANCO-TST	JAH		JAH	JAH	S,P-Vanco	Vankomütsiin	Vankomütsiin seerumis/plasmas	QN	mg/L	mg/l			83	JAH	435	20578-1	Vancomycin	MCnc	Pt	Ser/Plas	Qn		ug/mL	ug/mL	34	DRUG/TOX	Vancomycin [Mass/volume] in Serum or Plasma	Vancomycin SerPl-mCnc	1	Both		12,8946
1927	TDM	10			Vorikonasool	S-VORIC-MT	EI	2025-05-13	JAH	JAH	S,P-Voricon	Vorikonasool	Vorikonasool seerumis/plasmas	QN	mg/L	mg/L			84	JAH	3075	38370-3	Voriconazole	MCnc	Pt	Ser/Plas	Qn		ug/mL	ug/mL		DRUG/TOX	Voriconazole [Mass/volume] in Serum or Plasma	Voriconazole SerPl-mCnc	1	Both		24,7338
286	TDM	10			Adalimumab	ADALIMUMAB-TST	JAH		JAH	JAH	S,P-Adalimumab	Adalimumab	Adalimumab seerumis/plasmas	QN	mg/L	mg/L			86	JAH	3642	74117-3	Adalimumab	MCnc	Pt	Ser/Plas	Qn		ug/mL	ug/mL	1	DRUG/TOX	Adalimumab [Mass/volume] in Serum or Plasma	Adalimumab SerPl-mCnc	1	Both		19,0802
2515	TDM	10			Adalimumab Ab QN	S-ADALI_AB-MT	EI	2025-05-14	JAH	JAH	S,P-Adalimumab Ab QN	Adalimumab Ab QN	Adalimumabi-vastaste antikehade hulk seerumis/plasmas	QN	kU/L	kU/L			87	JAH	3643	87742-3	Adalimumab Ab	ACnc	Pt	Ser/Plas	Qn		[arb'U]/mL	[arb'U]/mL	1	SERO	Adalimumab Ab [Units/volume] in Serum or Plasma	Adalimumab Ab SerPl-ACnc	1	Both		19,0802
2854	TDM	10			Adalimumab Ab QN	ADALI_AB_V2-TST	JAH		JAH	JAH	S,P-Adalimumab Ab QN	Adalimumab Ab QN	Adalimumabi-vastaste antikehade hulk seerumis/plasmas	QN	kU/L	kU/L			87	JAH	3643	87742-3	Adalimumab Ab	ACnc	Pt	Ser/Plas	Qn		[arb'U]/mL	[arb'U]/mL	1	SERO	Adalimumab Ab [Units/volume] in Serum or Plasma	Adalimumab Ab SerPl-ACnc	1	Both		19,0802
2697	TDM	10			Adalimumab Ab QN	ADALI_AB-TST	EI	2026-03-23	EI	JAH	S-Adalimumab Ab QN (ug/L)	Adalimumab Ab QN (ug/L)	Adalimumab vastaste antikehade hulk seerumis (ug/L)	QN	ug/L	ug/L			88	JAH	7467	86895-0	Adalimumab Ab	MCnc	Pt	Ser/Plas	Qn	IA	ng/mL			DRUG/TOX	Adalimumab Ab [Mass/volume] in Serum or Plasma by Immunoassay	Adalimumab Ab SerPl IA-mCnc	Laboratory	Both		
2063	TDM	10			Infliksimab	INFLIXIMAB-TST	JAH		JAH	JAH	S,P-Infliximab	Infliksimab	Infliksimab seerumis/plasmas	QN	mg/L	mg/L			91	JAH	3645	39803-2	Infliximab	MCnc	Pt	Ser/Plas	Qn		ug/mL	ug/mL	3	DRUG/TOX	Infliximab [Mass/volume] in Serum or Plasma	Infliximab SerPl-mCnc	1	Both		19,0802
1757	TDM	10			Infliksimab Ab	S-INFLIX_AB-MT	EI	2025-05-14	JAH	JAH	S,P-Infliximab Ab QN	Infliksimab Ab QN	Infliksimabi-vastaste antikehade hulk seerumis/plasmas	QN	kU/L	AU/ml			92	JAH	4587	90780-8	inFLIXimab Ab	ACnc	Pt	Ser	Qn	IA	[arb'U]	arb U		SERO	inFLIXimab Ab [Units/volume] in Serum by Immunoassay	inFLIXimab Ab Ser IA-aCnc	1	Both		
2855	TDM	10			Infliksimab Ab QN	INFLIX_AB_V2-TST	JAH		JAH	JAH	S,P-Infliximab Ab QN	Infliksimab Ab QN	Infliksimabi-vastaste antikehade hulk seerumis/plasmas	QN	kU/L	kU/L			92	JAH	4587	90780-8	inFLIXimab Ab	ACnc	Pt	Ser	Qn	IA	[arb'U]	arb U		SERO	inFLIXimab Ab [Units/volume] in Serum by Immunoassay	inFLIXimab Ab Ser IA-aCnc	1	Both		
2366	TDM	10			Infliksimab Ab QN	INFLIX_AB-TST	EI	2026-03-23	EI	JAH	S,P-Infliximab Ab QN (ug/L)	Infliksimab Ab QN (ug/L)	Infliksimabi vastaste antikehade hulk seerumis/plasmas (ug/L)	QN	ug/L	ug/L			93	JAH	7008	86897-6	inFLIXimab Ab	MCnc	Pt	Ser/Plas	Qn	IA	ng/mL	ng/mL		DRUG/TOX	inFLIXimab Ab [Mass/volume] in Serum or Plasma by Immunoassay	inFLIXimab Ab SerPl IA-mCnc		Both		
2417	TDM	10			Ustekinumab	USTEKIN-TST	JAH		JAH	JAH	S-Ustekinumab	Ustekinumab	Ustekinumab seerumis	QN	mg/L	mg/L			96	JAH	7095	87408-1	Ustekinumab	MCnc	Pt	Ser/Plas	Qn	IA	ug/mL	ug/mL		DRUG/TOX	Ustekinumab [Mass/volume] in Serum or Plasma by Immunoassay	Ustekinumab SerPl IA-mCnc	1	Both		
2465	TDM	10			Ustekinumab Ab QN	USTEKIN_AB-TST	JAH		JAH	JAH	S-Ustekinumab Ab QN	Ustekinumab Ab QN	Ustekinumabi-vastaste antikehade hulk seerumis	QN	kU/L	kU/L			97	JAH	7226	87409-9	Ustekinumab Ab	ACnc	Pt	Ser/plas	Qn	IA	[arb'U]/mL			DRUG/TOX		Ustekinumab Ab SerPl IA-aCnc	Laboratory	Both		
2337	TDM	10			Vedolizumab ja Vedolizumabi Ab paneel	VEDOLIZUMAB-X-PNL	JAH		JAH	JAH	S,P-Vedolizumab, Vedolizumab Ab panel	Vedolizumab ja Vedolizumabi Ab paneel	Vedolizumab ja Vedolizumabi antikehad seerumis/plasmas (paneel)	Paneel					98	EI/Paneel	6879	L-5509																
2228	TDM	10	Vedolizumab ja Vedolizumabi Ab paneel	VEDOLIZUMAB-X-PNL	Vedolizumab	VEDOLIZUMAB-TST	JAH		EI	JAH	S-Vedolizumab	Vedolizumab	Vedolizumab seerumis	QN	mg/L	mg/L			99	JAH	5229	86898-4	Vedolizumab	MCnc	Pt	Ser/Plas	Qn	IA	ug/mL	ug/mL		DRUG/TOX	Vedolizumab [Mass/volume] in Serum or Plasma by Immunoassay	Vedolizumab SerPl IA-mCnc	1	Both		21,5861
2229	TDM	10	Vedolizumab ja Vedolizumabi Ab paneel	VEDOLIZUMAB-X-PNL	Vedolizumab Ab QN	VEDOLIZUMAB_AB-TST	JAH		EI	JAH	S-Vedolizumab Ab QN	Vedolizumab Ab QN	Vedolizumabi-vastaste antikehade hulk seerumis	QN	kU/L	kU/L			100	JAH	5257	A-5257																
287	TDM	10			Beetainterferooni Ab	BINF_AB-TST	JAH		JAH	JAH	S,P-bINF Ab	Beetainterferooni Ab	Beetainterferooni vastased antikehad seerumis/plasmas	Tekst					101	JAH	4376	29647-5	Interferon.beta Ab	ACnc	Pt	Ser/Plas	Ord					SERO	Interferon beta Ab [Presence] in Serum or Plasma	IFN-B Ab SerPl Ql	1	Both		10,4124
289	TOX	11			Etanool	ETOH-TST	JAH		EI	JAH	S,P-EtOH	Etanool	Etanool seerumis/plasmas	QN	g/L	g/L			1	JAH/Võrreld	416	5643-2	Ethanol	MCnc	Pt	Ser/Plas	Qn		mg/dL	mg/dL	0,0234%	DRUG/TOX	Ethanol [Mass/volume] in Serum or Plasma	Ethanol SerPl-mCnc	1	Both		
2680	TOX	11			Etanool (tõlgendus)	ETOH_INTRPR-TST	JAH		JAH	JAH	S,P-EtOH interpret	Etanool (tõlgendus)	Etanool seerumis/plasmas (tõlgendus)	N/P					2	JAH	4167	5642-4	Ethanol	PrThr	Pt	Ser/Plas	Ord				2	DRUG/TOX	Ethanol [Presence] in Serum or Plasma	Ethanol SerPl Ql	Laboratory	Both		11,7356
1362	TOX	11			Sõltuvusainete paneel uriinis	DRUG_SCR-X-PNL	JAH		JAH	EI	U-Narco panel	Sõltuvusainete paneel uriinis	Sõltuvusained uriinis (paneel)	Paneel					28	JAH	2716	L-2716																
2427	TOX	11	Sõltuvusainete paneel uriinis	DRUG_SCR-X-PNL	Amfetamiin uriinis	AMP-TST	JAH		JAH	EI	U-Amp	Amfetamiin uriinis	Amfetamiin uriinis	N/P					29	JAH	437	19261-7	Amphetamines	ACnc	Pt	Urine	Ord	Screen				DRUG/TOX	Amphetamines [Presence] in Urine by Screen method	Amphetamines Ur Ql Scn	1	Both		
2437	TOX	11			Amfetamiin uriinis (kinnitav uuring)	AMP_CONF-TST	JAH		JAH	JAH	U-Amp conf	Amfetamiin uriinis (kinnitav uuring)	Amfetamiin uriinis (kinnitav uuring)	N/P					30	JAH	7128	16369-1	Amphetamines	PrThr	Pt	Urine	Ord	Confirm				DRUG/TOX	Amphetamines [Presence] in Urine by Confirmatory method	Amphetamines Ur Ql Cfm	1	Both		
2423	TOX	11	Sõltuvusainete paneel uriinis	DRUG_SCR-X-PNL	Barbituraadid uriinis	BAR-TST	JAH		JAH	EI	U-Bar	Barbituraadid uriinis	Barbituraadid uriinis	N/P					31	JAH	438	19270-8	Barbiturates	ACnc	Pt	Urine	Ord	Screen				DRUG/TOX	Barbiturates [Presence] in Urine by Screen method	Barbiturates Ur Ql Scn	1	Both		
2438	TOX	11			Barbituraadid uriinis (kinnitav uuring)	BAR_CONF-TST	JAH		JAH	JAH	U-Bar conf	Barbituraadid uriinis (kinnitav uuring)	Barbituraadid uriinis (kinnitav uuring)	N/P					32	JAH	7129	16429-3	Barbiturates	PrThr	Pt	Urine	Ord	Confirm				DRUG/TOX	Barbiturates [Presence] in Urine by Confirmatory method	Barbiturates Ur Ql Cfm	1	Both		
2422	TOX	11	Sõltuvusainete paneel uriinis	DRUG_SCR-X-PNL	Bensodiasepiinid uriinis	BZD-TST	JAH		JAH	EI	U-Bzd	Bensodiasepiinid uriinis	Bensodiasepiinid uriinis	N/P					33	JAH	439	14316-4	Benzodiazepines	ACnc	Pt	Urine	Ord	Screen				DRUG/TOX	Benzodiazepines [Presence] in Urine by Screen method	Benzodiaz Ur Ql Scn	1	Both		
2439	TOX	11			Bensodiasepiinid uriinis (kinnitav uuring)	BZD_CONF-TST	JAH		JAH	JAH	U-Bzd conf	Bensodiasepiinid uriinis (kinnitav uuring)	Bensodiasepiinid uriinis (kinnitav uuring)	N/P					35	JAH	7130	16195-0	Benzodiazepines	PrThr	Pt	Urine	Ord	Confirm				DRUG/TOX	Benzodiazepines [Presence] in Urine by Confirmatory method	Benzodiaz Ur Ql Cfm	1	Both		
1884	TOX	11			Fosfatidüületanool	PETH-TST	JAH		JAH	JAH	B-PEth	Fosfatidüületanool	Fosfatidüületanool veres	QN	ug/L	ug/L			40	JAH	5961	74661-0	Phosphatidylethanol	MCnc	Pt	Bld	Qn		ng/mL	ng/mL		DRUG/TOX	Phosphatidylethanol [Mass/volume] in Blood	Peth Bld-mCnc	1	Both		
2424	TOX	11	Sõltuvusainete paneel uriinis	DRUG_SCR-X-PNL	Kannabinoidid uriinis	THC-TST	JAH		JAH	EI	U-THC	Kannabinoidid uriinis	Kannabinoidid uriinis	N/P					42	JAH	440	18282-4	Cannabinoids	ACnc	Pt	Urine	Ord	Screen			0,0964%	DRUG/TOX	Cannabinoids [Presence] in Urine by Screen method	Cannabinoids Ur Ql Scn	1	Both		
2440	TOX	11			Kannabinoidid uriinis (kinnitav uuring)	THC_CONF-TST	JAH		JAH	JAH	U-THC conf	Kannabinoidid uriinis (kinnitav uuring)	Kannabinoidid uriinis (kinnitav uuring)	N/P					43	JAH	7131	19289-8	Cannabinoids	PrThr	Pt	Urine	Ord	Confirm				DRUG/TOX	Cannabinoids [Presence] in Urine by Confirmatory method	Cannabinoids Ur Ql Cfm	1	Both		
2425	TOX	11	Sõltuvusainete paneel uriinis	DRUG_SCR-X-PNL	Kokaiin uriinis	COC-TST	JAH		JAH	EI	U-Coc	Kokaiin uriinis	Kokaiin uriinis	N/P					44	JAH	441	19359-9	Cocaine	ACnc	Pt	Urine	Ord	Screen				DRUG/TOX	Cocaine [Presence] in Urine by Screen method	Cocaine Ur Ql Scn	1	Both		
2441	TOX	11			Kokaiin uriinis (kinnitav uuring)	COC_CONF-TST	JAH		JAH	JAH	U-Coc conf	Kokaiin uriinis (kinnitav uuring)	Kokaiin uriinis (kinnitav uuring)	N/P					45	JAH	7132	19360-7	Cocaine	PrThr	Pt	Urine	Ord	Confirm				DRUG/TOX	Cocaine [Presence] in Urine by Confirmatory method	Cocaine Ur Ql Cfm	1	Both		
2403	TOX	11			Oksükodoon uriinis	OXY-TST	JAH		JAH	JAH	U-Oxy	Oksükodoon uriinis	Oksükodoon uriinis	N/P					49	JAH	1829	10998-3	Oxycodone	ACnc	Pt	Urine	Ord				814	DRUG/TOX	Oxycodone [Presence] in Urine	Oxycodone Ur Ql	1	Both		11,4393
2426	TOX	11	Sõltuvusainete paneel uriinis	DRUG_SCR-X-PNL	Opiaadid uriinis	MOP-TST	JAH		JAH	EI	U-Mop	Opiaadid uriinis	Opiaadid uriinis	N/P					50	JAH	445	19295-5	Opiates	ACnc	Pt	Urine	Ord	Screen				DRUG/TOX	Opiates [Presence] in Urine by Screen method	Opiates Ur Ql Scn	1	Both		
2442	TOX	11			Opiaadid uriinis (kinnitav uuring)	MOP_CONF-TST	JAH		JAH	JAH	U-Mop conf	Opiaadid uriinis (kinnitav uuring)	Opiaadid uriinis (kinnitav uuring)	N/P					51	JAH	7133	18390-5	Opiates	PrThr	Pt	Urine	Ord	Confirm				DRUG/TOX	Opiates [Presence] in Urine by Confirmatory method	Opiates Ur Ql Cfm	1	Both		
2199	TOX	11			Malondialdehüüd	MDA-TST	JAH		JAH	JAH	P-MDA	Malondialdehüüd	Malondialdehüüd plasmas	QN	umol/L	umol/L			57	JAH	6548	47865-1	Malondialdehyde	SCnc	Pt	Plas	Qn		umol/L	umol/L		CHEM	Malondialdehyde [Moles/volume] in Plasma	Malondialdehyde Plas-sCnc	1	Both		
2281	TOX	11			Kotiniin uriinis	U-COT-MT	EI	2025-05-13	JAH	JAH	U-Cotinine	Kotiniin uriinis	Kotiniin uriinis	QN	ug/L	µg/l			60	JAH	6796	10366-3	Cotinine	MCnc	Pt	Urine	Qn		ng/mL	ng/mL		DRUG/TOX	Cotinine [Mass/volume] in Urine	Cotinine Ur-mCnc	1	Both		
2155	TOX	11			Arseen veres	AS_B-TST	JAH		JAH	JAH	B-As	Arseen veres	Arseen veres	QN	mg/L	mg/l			64	JAH	6521	5585-5	Arsenic	MCnc	Pt	Ser/Plas	Qn		ug/L	ug/L		DRUG/TOX	Arsenic [Mass/volume] in Serum or Plasma	Arsenic SerPl-mCnc	1	Both		
2156	TOX	11			Arseen uriinis	AS_U-TST	JAH		JAH	JAH	U-As	Arseen uriinis	Arseen uriinis	QN	nmol/L	nmol/l			65	JAH	6522	15115-9	Arsenic	SCnc	Pt	Urine	Qn		umol/L	umol/L		DRUG/TOX	Arsenic [Moles/volume] in Urine	Arsenic Ur-sCnc	1	Both		
2332	TOX	11			Arseen juustes	AS_HAIR-TST	JAH		JAH	JAH	Hair-As	Arseen juustes	Arseen juustes	QN	ug/g	ug/g			66	JAH	6843	5584-8	Arsenic	MCnt	Pt	Hair	Qn		ug/g	ug/g;mcg/gm; Ug/100g dry wt		DRUG/TOX	Arsenic [Mass/mass] in Hair	Arsenic Hair-mCnt	1	Both		
1191	TOX	11			Berüllium	BE-TST	JAH		JAH	JAH	S,P-Be	Berüllium	Berüllium seerumis/plasmas	QN	ug/L	ug/l			67	JAH	5246	5594-7	Beryllium	MCnc	Pt	Ser/Plas	Qn		ug/L	ug/L		DRUG/TOX	Beryllium [Mass/volume] in Serum or Plasma	Beryllium SerPl-mCnc	1	Both		15,8438
299	TOX	11			Elavhõbe veres	HG_B-TST	JAH		JAH	JAH	B-Hg	Elavhõbe veres	Elavhõbe veres	QN	nmol/L	nmol/L			68	JAH/Võrreld	3742	25170-2	Mercury	SCnc	Pt	Bld	Qn		nmol/L	nmol/L	15	DRUG/TOX	Mercury [Moles/volume] in Blood	Mercury Bld-sCnc	1	Both		
300	TOX	11			Elavhõbe uriinis	HG_U-TST	JAH		JAH	JAH	U-Hg	Elavhõbe uriinis	Elavhõbe uriinis	QN	mg/L	mg/L			69	JAH/Võrreld	1799	5689-5	Mercury	MCnc	Pt	Urine	Qn		ug/L	mcg/mL; ng/mL		DRUG/TOX	Mercury [Mass/volume] in Urine	Mercury Ur-mCnc	1	Both		
301	TOX	11			Elavhõbe juustes	HG_HAIR-TST	EI	2025-11-20	JAH	JAH	Hair-Hg	Elavhõbe juustes	Elavhõbe juustes	QN	ug/g	ug/g			70	JAH	4843	5686-1	Mercury	MCnt	Pt	Hair	Qn		ug/g	ug/g		DRUG/TOX	Mercury [Mass/mass] in Hair	Mercury Hair-mCnt	1	Both		19,0243
1190	TOX	11			Hõbe	AG-TST	JAH		JAH	JAH	S,P-Ag	Hõbe	Hõbe seerumis/plasmas	QN	ug/L	ug/l			71	JAH	5245	5734-9	Silver	MCnc	Pt	Ser/Plas	Qn		ug/L	ug/L		DRUG/TOX	Silver [Mass/volume] in Serum or Plasma	Silver SerPl-mCnc	1	Both		13,3238
302	TOX	11			Jood	I-TST	JAH		JAH	JAH	S-I	Jood	Jood seerumis	QN	nmol/L	nmol/l			72	JAH	3877	25448-2	Iodine	SCnc	Pt	Ser/Plas	Qn		umol/L	umol/L		CHEM	Iodine [Moles/volume] in Serum or Plasma	Iodine SerPl-sCnc	1	Both		12,8946
303	TOX	11			Jood ööpäevases uriinis	I_dU-TST	JAH		JAH	JAH	dU-I	Jood ööpäevases uriinis	Jood ööpäevases uriinis	QN	umol/d	umol/d			73	JAH/Võrreld	3743	25936-6	Iodine	SCnc	24H	Urine	Qn		umol/L	umol/L		CHEM	Iodine [Moles/volume] in 24 hour Urine	Iodine 24h Ur-sCnc	1	Both		
304	TOX	11			Kaadmium	CD_B-TST	JAH		JAH	JAH	B-Cd	Kaadmium	Kaadmium veres	QN	ug/L	ug/L			74	JAH/Võrreld	1781	5609-3	Cadmium	MCnc	Pt	Bld	Qn		ng/mL	ng/mL		DRUG/TOX	Cadmium [Mass/volume] in Blood	Cadmium Bld-mCnc	1	Both		
1754	TOX	11			Kaadmium uriinis	CD_U-TST	JAH		JAH	JAH	U-Cd	Kaadmium uriinis	Kaadmium uriinis	QN	ug/L	ug/L			75	JAH/Võrreld	1826	5611-9	Cadmium	MCnc	Pt	Urine	Qn		ng/mL	ng/mL		DRUG/TOX	Cadmium [Mass/volume] in Urine	Cadmium Ur-mCnc	1	Both		
1366	TOX	11			Koobalt	CO-TST	JAH		JAH	JAH	S,P-Co	Koobalt	Koobalt seerumis/plasmas	QN	ug/L	ug/L			77	JAH	5293	5627-5	Cobalt	MCnc	Pt	Ser/Plas	Qn		ug/L	ug/L		DRUG/TOX	Cobalt [Mass/volume] in Serum or Plasma	Cobalt SerPl-mCnc	1	Both		15,6275
321	TOX	11			Koobalt veres	CO_B-TST	JAH		JAH	JAH	B-Co	Koobalt veres	Koobalt veres	QN	ug/L	ug/L			78	JAH	4371	5625-9	Cobalt	MCnc	Pt	Bld	Qn		ug/L	ug/L	5	DRUG/TOX	Cobalt [Mass/volume] in Blood	Cobalt Bld-mCnc	1	Both		14,4012
322	TOX	11			Kroom	CR-TST	JAH		JAH	JAH	S,P-Cr	Kroom	Kroom seerumis/plasmas	QN	umol/L	umol/L			80	JAH	4372	25374-0	Chromium	SCnc	Pt	Ser/Plas	Qn		nmol/L	nmol/L	1	DRUG/TOX	Chromium [Moles/volume] in Serum or Plasma	Chromium SerPl-sCnc	1	Both		13,4102
2130	TOX	11			Kroom veres	CR_B-TST	JAH		JAH	JAH	B-Cr	Kroom veres	Kroom veres	QN	ug/L	ug/L			82	JAH	6461	5619-2	Chromium	MCnc	Pt	Bld	Qn		ng/mL	ng/mL		DRUG/TOX	Chromium [Mass/volume] in Blood	Chromium Bld-mCnc	1	Both		
2048	TOX	11			Kroom uriinis	U-CR_SYN-MT	EI	2025-05-13	JAH	JAH	U-Cr	Kroom uriinis	Kroom uriinis	QN	ug/L	ug/L			83	JAH	5430	5623-4	Chromium	MCnc	Pt	Urine	Qn		ug/L	ug/L		DRUG/TOX	Chromium [Mass/volume] in Urine	Chromium Ur-mCnc	1	Both		
1204	TOX	11			Mangaan	MN_S-TST	JAH		JAH	JAH	S,P-Mn	Mangaan	Mangaan seerumis/plasmas	QN	ug/L	ug/l			85	JAH	5009	5683-8	Manganese	MCnc	Pt	Ser/Plas	Qn		ng/mL	ng/mL		DRUG/TOX	Manganese [Mass/volume] in Serum or Plasma	Manganese SerPl-mCnc	1	Both		14,9217
305	TOX	11	Mineraalainete pakett	MINERAL_ELEMENTS-X-PNL	Mangaan veres	MN_B-TST	JAH		JAH	JAH	B-Mn	Mangaan veres	Mangaan veres	QN	ug/L	ug/L			86	JAH/Võrreld	1784	5681-2	Manganese	MCnc	Pt	Bld	Qn		ng/mL	ng/mL		DRUG/TOX	Manganese [Mass/volume] in Blood	Manganese Bld-mCnc	1	Both		
1205	TOX	11			Mangaan uriinis	MN_U-TST	JAH		JAH	JAH	U-Mn	Mangaan uriinis	Mangaan uriinis	QN	ug/L	ug/l			87	JAH/Võrreld	1827	5684-6	Manganese	MCnc	Pt	Urine	Qn					DRUG/TOX	Manganese [Mass/volume] in Urine	Manganese Ur-mCnc	1	Both		
