Year,Month,Area,Article,Author,Score,Sex,Notes,Funding,Clinical vs Biomedical,NIH
1999,December,N/A,"Decreased expression of t-SNARE, syntaxin 1, and SNAP-25 in pancreatic beta-cells is involved in impaired insulin secretion from diabetic GK rat islets: Restoration of decreased t-SNARE proteins improved impaired insulin secretion",Nagamatsu et al,1,Male,A score of 1 was given because only male mice were included (Diabetic GK rats (GK/Crj) and nondiabetic male Wistar rats) (slightly unclear).,"Japanese Ministry of Education, Science and Culture; Japan Society for the Promotion of Science, Japan Private School Promotion Foundation",Biomedical,No
1999,December,N/A,Oscillations of insulin secretion can be triggered by imposed oscillations of cytoplasmic Ca2+ or metabolism in normal mouse islets,Ravier et al,1,Female,A score of 1 was given because only female mice were included (female NMRI mice).,"Interuniversity Poles of Attraction Prgram, Belgian State Prime Minister's Officer, Federal Office for Scientific, Technical, and Cultural Affairs, Fonds de la recehrche Scientifique Medicale, Brussels, General Direction of Scientific Research of the French Community of Belgium",Biomedical,No
1999,December,N/A,"Increases in phosphorylation of the myosin II heavy chain, but not regulatory light chains, correlate with insulin secretion in rat pancreatic islets and RINm5F cells",Wilson et al,1,Male,"A score of 1 was given because only male mice were included (male Wistar rats) for rat pancreatic islets, and cell culture: RINm5F (rat insulinoma cell line) and RBL-2II3 (rat mucosal mast cell line)",National Health and Medical Research Council,Biomedical,No
1999,December,N/A,"Different effects of tolbutamide and diazoxide in alpha-, beta-, and delta-cells within intact islets of Langerhans",Quesada et al,0,,A score of 0 was given because sex was unspecified for swiss albino OF1 mice.,Fondo de Investigaciones Sanitarias de la Seguridad Social and Generalitat Valenciana,Biomedical,No
1999,December,N/A,Beneficial effects of antioxidants in diabetes: Possible protection of pancreatic beta-cells against glucose toxicity,Kaneto et al,1,Female,A score of 1 was given because only female mice were used (C57BL/KsI-db/db and nondiabetic C57BL/KsJ-misty/misty female mice),"Suzuken Memorial Foundation, Scientific Research from the Ministry of Education of Japan",Biomedical,No
1999,December,N/A,Localization of the O-linked N-acetylglucosamine transferase in rat pancreas,Akimoto et al,1,Male,A score of 1 was given because only male Sprague-Dawley rats were used.,"Juvenile Diabetes Foundation and Fifty 50 Foods, National Institutes of Health, Ministry of Education, Science, Sports, and Culture of Japan and from the Kazato Research Foundation",Biomedical,Yes
1999,December,N/A,Abnormal biopterin metabolism is a major cause of impaired endothelium-dependent relaxation through nitric oxide/O2- imbalance in insulin-resistant rat aorta,Shinozaki et al,1,Male,A score of 1 was given because only male Sprague-Dawley rats were used.,"Japan Society for the Promotion of Science Fellows and the Ministry of Education, Science, and Culture of Japan.",Biomedical,No
1999,December,N/A,"Evidence that elevated glucose causes altered gene expression, apoptosis, and neural tube defects in a mouse model of diabetic pregnancy",Fine et al,2,Female,A score of 2 was given because only female mice were included and justified (studied diabetic pregnancy) (Female ICR mice (Harlan Sprague-Dawley)).,"March of Dimes Birth Defects Foundation, ADA, National Institutes of Health",Biomedical,Yes
1999,December,N/A,Pathophysiological and genetic characterization of the major diabetes locus in GK rats,Galli et al,2,Male,"A score of 2 was given because only male mice were included and justified (No sexspecific effect for the gene was observed, and the larger size of the males facilitated the procedure, resulting in less experimental variation.) (Male GK and F344 rats)","Swedish Medical Research Council, Swedish Diabetes Association, Swedish Strategic Funds, Swedish Medical Association, and the following foundations: Gunvor och Josef Aner, Magnus Bergvall, Emil and Wera Cornell, Wera Ekstrom, Petrus och Augusta Hedlund, Lars Hiertas Minne, Sven Jerring, Novo Nordisk, Samariten, Gamla Tjanarinnor, and Ulf Widengrens Minne.",Biomedical,No
1999,December,N/A,A transcriptional repressor regulates mouse GLUT4 gene expression during the differentiation of 3T3-L1 cells,Yokomori et al,0,,A score of 0 was given because sex was unspecified for cell culture (3T3-L1 cells).,N/A,Biomedical,No
1999,December,N/A,Parent-offspring trios: A resource to facilitate the identification of type 2 diabetes genes,Frayling et al,3,,"A score of 3 was given because both sexes of human subjects were included, but there was no sex-segregated data.",British Diabetic Association,Biomedical,No
2009,January,Complications,Rho Kinase Inhibition by Fasudil Ameliorates Diabetes-Induced Microvascular Damage,Arita et al,1,Male,Only male Wistar rats were used. No explaination for female exlcusion provided.,"Grant-in-Aid for Scientific Research (Ministry of Education, Science, Sports and Culture, Japan), NIH, Massachusetts Lions Eye Research Fund, Marion W. and Edward F. Knight Fund, Research to Prevent Blindness",Biomedical,Yes
2009,January,Complications,Role of Glyceraldehyde 3-Phosphate Dehydrogenase in the Development and Progression of Diabetic Retinopathy,Kanwar et al,1,Male,"Only male Lewis rats were used, no reason given for female exlcusion","NIH, Juvenile Diabetes Research Foundation, The Thomas Foundation, and Research to Prevent Blindness",Biomedical,Yes
2009,February,Complications,Enhanced Expression of Janus Kinase–Signal Transducer and Activator of Transcription Pathway Members in Human Diabetic Nephropathy,Berthier et al.,1,Male,"Score of 1 was awarded due to the use of only male mice with no explaination for female exclusion. While the mice used in the experiment were all male, human samples were of unspecified sex (the paper states that clinical characteristics are available in an appendix table, but no such table is present in the version accessible online).",NIH  ,Biomedical,Yes
2009,April,Complications,FOXO1 Plays an Important Role in Enhanced Microvascular Cell Apoptosis and Microvascular Cell Loss in Type 1 and Type 2 Diabetic Rats,Behl et al.,0,N/A,"Score of 0 awarded, as the sex of the rats used (Sprague Dawley) was not specified. ","NIH, Massachusetts Lions Eye Research Organization",Biomedical,Yes
2009,April,Complications,Protective Effect of Perindopril on Diabetic Retinopathy Is Associated With Decreased Vascular Endothelial Growth Factor–to–Pigment Epithelium–Derived Factor Ratio; Involvement of a Mitochondria–Reactive Oxygen Species Pathway,Zheng et al.,1,Male,"Score of 1 awarded, as only male Sprague-Dawley rats were used. No justification was given for female exclusion. The sex of the cell line used (BRECs) was unspecified. ","Research Fund for the Doctoral Program of Higher Education of China, National Nature Science Funding of China",Biomedical,No
2009,May,Complications,"Specific Local Cardiovascular Changes of Nɛ-(Carboxymethyl)lysine, Vascular Endothelial Growth Factor, and Smad2 in the Developing Embryos Coincide With Maternal Diabetes–Induced Congenital Heart Defects",Roest et al.,0,N/a,3-month-old rats Sprague-Dawley rats sex unspecified and embryo sex unknown.,"Netherlands Heart Foundation grants NHS2002B035 and NHS2006B074, the Ernfors Family Fund, the Swedish Diabetes Association, and the Swedish Research Council Grant 12X-7475.",biomedical,No
2009,May,Complications,Hyperglycemia Induces a Dynamic Cooperativity of Histone Methylase and Demethylase Enzymes Associated With Gene-Activating Epigenetic Marks That Coexist on the Lysine Tail,Brasacchio et al.,1,Male,"Male apolipoprotein knockout (apoE KO) mice used for in vivo portion. Confluent bovine aortic endothelial cells sex unknown, human microvascular endothelial cells (HMECs) sex unknown used for in vitro portion. ","Juvenile Diabetes Research Foundation International (JDRF), the Diabetes Australia Research Trust, the National Health and Medical Research Council (NHMRC) of Australia, and the National Heart Foundation of Australia. A.E.-O., M.E.C., and A.C.C. are recipients of a Career Development Award, a Senior Principal Research Fellowship, and a Doherty Post-Doctoral fellowship, respectively, from the NHMRC. C.T. and A.B. are recipients of fellowships from the JDRF and the Foundation for Polish Science.",Biomedical,No
2009,June,Complications,Development of Selective Axonopathy in Adult Sensory Neurons Isolated From Diabetic Rats,Zherebitskaya et al.,1,Male,#NAME?,E.Z. was supported by grants to P.F. from the Canadian Institutes of Health Research (ROP-72893 and MOP-84214) and the Juvenile Diabetes Research Foundation (1-2008-193). D.R.S. was supported by a grant to P.F. from the Manitoba Health Research Council. This work was also funded by the St Boniface General Hospital and Research Foundation and the Manitoba Medical Services Foundation.,Biomedical,No
2009,June,Complications,Adaptive β-Cell Proliferation Is Severely Restricted With Advanced Age,Rankin et al.,1,Male,"- male F1 hybrid B6129SF1/J mice 1 and 8 mos old, -male F1 hybrid B6129SF1/J mice 1 mos","Juvenile Diabetes Research Foundation International (to J.A.K.). Additional support was provided by the National Institutes of Health (grants K08-DK064101, R03-DK078546, and R01-DK081469), a March of Dimes Basil O'Connor Starter Scholar Research Award, a Lawson Wilkins Pediatric Endocrine Society Clinical Scholar Award, a Charles H. Hood Foundation Child Health Research Grant, funds from The Children's Hospital of Philadelphia, and a University of Pennsylvania Diabetes and Endocrinology Research Center pilot and feasibility grant (DK19525).",Biomedical,Yes
2009,June,Complications,Gene Deletion of the Kinin Receptor B1 Attenuates Cardiac Inflammation and Fibrosis During the Development of Experimental Diabetic Cardiomyopathy,Westermann et al.,0,N/a,-Twenty-five B1R knockout mice (B1R−/−) C57/BL6 variety and 25 of their littermates (B1R+/+) 2 mos.,Deutsche Forschungsgemeinschaft,Biomedical,No
2009,June,Complications,Diabetic Retinal Neurodegeneration Is Associated With Mitochondrial Oxidative Stress and Is Improved by an Angiotensin Receptor Blocker in a Model Combining Hypertension and Diabetes,Silva et al.,1,Male,male spontaneously hypertensive rats (SHRs) and normotensive Wistar-Kyoto (WKY) rats,State of São Paulo Research Foundation (FAPESP) grants 04/00455-9 and 05/58189-5. K.C.S. was a recipient of a scholarship from the National Council for Scientific and Technological Development (CNPq).,Biomedical,No
2009,June,Complications,State of São Paulo Research Foundation (FAPESP) grants 04/00455-9 and 05/58189-5. K.C.S. was a recipient of a scholarship from the National Council for Scientific and Technological Development (CNPq).,Wang et al.,1,Male,"- 8- to 10-week-old MT-TG positive mice (heterozygotes) and negative littermates (wild type), MALE",American Diabetes Association (02-07-JFA-10 and 05-07-CD-02 [to L.C.] and 07-07-JF-23 [to W.F. and L.C.]) and the National Natural Scientific Foundation of China (30672495 [to X.-K.L.]) and also by a start-up fund for the Chinese-American Research Institute for Diabetic Complications from Wenzhou Medical College (to X.-K.L. and L.C.).,Biomedical,No
